week,open,high,low,close,source_rows,bad,first_date,last_date,valid_hlc,valid_ohlc,segment
2011-08-26,2041,2152,2022.25,2119.75,1730,0,2011-08-21T22:00:00Z,2011-08-26T00:03:00Z,False,False,fixed
2011-09-02,2164,2268.5,2158,2215.75,1579,0,2011-08-28T22:00:00Z,2011-09-02T00:04:00Z,False,False,fixed
2011-09-09,2159.5,2244,2108.25,2214.5,2452,0,2011-09-04T22:00:00Z,2011-09-09T00:05:00Z,False,False,fixed
2011-09-16,2159.75,2290,2122,2282,1567,0,2011-09-11T22:00:00Z,2011-09-16T00:05:00Z,False,False,fixed
2011-09-23,2288,2332.5,2144.5,2190,1724,0,2011-09-18T22:00:00Z,2011-09-23T00:03:00Z,False,False,fixed
2011-09-30,2190.5,2285.25,2152.5,2193.25,1714,0,2011-09-25T22:00:00Z,2011-09-30T00:03:00Z,False,False,fixed
2011-10-07,2126.5,2213.75,2035.75,2206.75,1799,0,2011-10-02T22:00:00Z,2011-10-07T00:04:00Z,False,False,fixed
2011-10-14,2206,2336.25,2203,2327.5,1714,0,2011-10-09T22:00:00Z,2011-10-14T00:05:00Z,False,False,fixed
2011-10-21,2367.25,2388.5,2268.5,2302.25,1685,0,2011-10-16T22:00:00Z,2011-10-21T00:03:00Z,False,False,fixed
2011-10-28,2326.75,2408.75,2286.75,2399,1678,0,2011-10-23T22:00:00Z,2011-10-28T00:03:00Z,False,False,fixed
2011-11-04,2397.75,2398,2279,2362.25,1712,0,2011-10-30T22:00:00Z,2011-11-04T00:03:00Z,False,False,fixed
2011-11-11,2356.5,2399.5,2286.5,2303.75,1685,0,2011-11-06T23:00:00Z,2011-11-11T01:04:00Z,False,False,fixed
2011-11-18,2355,2374.25,2256,2267.5,1718,0,2011-11-13T23:00:00Z,2011-11-18T01:05:00Z,False,False,fixed
2011-11-25,2244,2244,2135.75,2149.5,2703,0,2011-11-20T23:00:00Z,2011-11-25T18:14:00Z,False,False,fixed
2011-12-02,2183,2315.5,2178.25,2313.5,1758,0,2011-11-27T23:00:00Z,2011-12-02T01:04:00Z,False,False,fixed
2011-12-09,2309,2343.75,2274.5,2281.75,1650,0,2011-12-04T23:00:00Z,2011-12-09T01:05:00Z,False,False,fixed
2011-12-16,2321.5,2325.5,2215,2227.75,1323,0,2011-12-11T23:00:00Z,2011-12-16T01:04:00Z,False,False,fixed
2011-12-23,2235,2291.25,2204.25,2268,1722,0,2011-12-18T23:00:00Z,2011-12-23T01:04:00Z,False,False,fixed
2011-12-30,2280,2296.5,2253.75,2279.5,863,0,2011-12-27T11:00:00Z,2011-12-30T01:03:00Z,False,False,fixed
2012-01-06,2312.5,2347.5,2302.5,2340,884,0,2012-01-03T11:00:00Z,2012-01-06T01:04:00Z,False,False,fixed
2012-01-13,2353.25,2384,2338.5,2382.5,1576,0,2012-01-08T23:00:00Z,2012-01-13T01:06:00Z,False,False,fixed
2012-01-20,2367.25,2442.5,2361.5,2427.25,2418,0,2012-01-15T23:00:00Z,2012-01-20T01:06:00Z,False,False,fixed
2012-01-27,2430,2476,2419.5,2450.25,1522,0,2012-01-22T23:00:00Z,2012-01-27T01:06:00Z,False,False,fixed
2012-02-03,2460,2500.75,2429.25,2491.75,1637,0,2012-01-29T23:00:00Z,2012-02-03T01:03:00Z,False,False,fixed
2012-02-10,2519.75,2565,2510.5,2559,1579,0,2012-02-05T23:00:00Z,2012-02-10T01:04:00Z,False,False,fixed
2012-02-17,2556.75,2600.5,2542.75,2595.5,1659,0,2012-02-12T23:00:00Z,2012-02-17T01:04:00Z,False,False,fixed
2012-02-24,2593.75,2605.25,2569.25,2605,2461,0,2012-02-19T23:00:00Z,2012-02-24T01:03:00Z,False,False,fixed
2012-03-02,2602.5,2649.25,2578.75,2647,1542,0,2012-02-26T23:00:00Z,2012-03-02T01:03:00Z,False,False,fixed
2012-03-09,2639.75,2645,2575,2631.75,1641,0,2012-03-04T23:00:00Z,2012-03-09T01:03:00Z,False,False,fixed
2012-03-16,2649.25,2717.25,2635.25,2709.5,1251,0,2012-03-11T22:00:00Z,2012-03-16T00:03:00Z,False,False,fixed
2012-03-23,2708.5,2748.5,2700.25,2734,1571,0,2012-03-18T22:00:00Z,2012-03-23T00:04:00Z,False,False,fixed
2012-03-30,2729.75,2790.25,2729,2755.75,1616,0,2012-03-25T22:00:00Z,2012-03-30T00:03:00Z,False,False,fixed
2012-04-06,2758,2791.5,2722.5,2755.75,1559,0,2012-04-01T22:00:00Z,2012-04-06T00:04:00Z,False,False,fixed
2012-04-13,2725.75,2748,2684.25,2737,1522,0,2012-04-08T22:00:00Z,2012-04-13T00:04:00Z,False,False,fixed
2012-04-20,2694.75,2735,2654.25,2689,1638,0,2012-04-15T22:00:00Z,2012-04-20T00:03:00Z,False,False,fixed
2012-04-27,2671,2729.75,2624.75,2716,1629,0,2012-04-22T22:00:00Z,2012-04-27T00:03:00Z,False,False,fixed
2012-05-04,2741,2753,2692.75,2695,1514,0,2012-04-29T22:00:00Z,2012-05-04T00:02:00Z,False,False,fixed
2012-05-11,2610.25,2648.25,2583.25,2603.5,1715,0,2012-05-06T22:00:00Z,2012-05-11T00:04:00Z,False,False,fixed
2012-05-18,2602,2616.25,2505,2512,1678,0,2012-05-13T22:00:00Z,2012-05-18T00:04:00Z,False,False,fixed
2012-05-25,2472.5,2561.5,2465,2537.5,1706,0,2012-05-20T22:00:00Z,2012-05-25T00:03:00Z,False,False,fixed
2012-06-01,2533.25,2570,2506,2520.5,2489,0,2012-05-27T22:00:00Z,2012-06-01T00:02:00Z,False,False,fixed
2012-06-08,2460,2570.5,2433.75,2538,1689,0,2012-06-03T22:00:00Z,2012-06-08T00:04:00Z,False,False,fixed
2012-06-15,2587,2604,2505,2536.25,1337,0,2012-06-10T22:00:00Z,2012-06-15T00:00:00Z,False,False,fixed
2012-06-22,2580.25,2628.25,2548.5,2555.25,1660,0,2012-06-17T22:00:00Z,2012-06-22T00:04:00Z,False,False,fixed
2012-06-29,2573.75,2577.25,2503.5,2520,1621,0,2012-06-24T22:00:00Z,2012-06-29T00:04:00Z,False,False,fixed
2012-07-06,2612,2655.75,2599.5,2643.75,2685,0,2012-07-01T22:00:00Z,2012-07-06T00:04:00Z,False,False,fixed
2012-07-13,2602.5,2625.5,2516.5,2541.5,1528,0,2012-07-08T22:00:00Z,2012-07-13T00:05:00Z,False,False,fixed
2012-07-20,2577.25,2658,2548,2651.5,1481,0,2012-07-15T22:00:00Z,2012-07-20T00:05:00Z,False,False,fixed
2012-07-27,2609,2613,2516.75,2575.5,1674,0,2012-07-22T22:00:00Z,2012-07-27T00:05:00Z,False,False,fixed
2012-08-03,2640,2657.75,2600,2617.25,1575,0,2012-07-29T22:00:00Z,2012-08-03T00:05:00Z,False,False,fixed
2012-08-10,2675,2723.25,2671.75,2714.25,1528,0,2012-08-05T22:00:00Z,2012-08-10T00:04:00Z,False,False,fixed
2012-08-17,2720,2774,2705.75,2765.75,1475,0,2012-08-12T22:00:00Z,2012-08-17T00:04:00Z,False,False,fixed
2012-08-24,2774.75,2802.5,2750.5,2777.75,5718,0,2012-08-19T22:00:00Z,2012-08-24T20:14:00Z,False,False,fixed
2012-08-31,2784,2795.75,2745.25,2770.5,4630,0,2012-08-26T22:00:00Z,2012-08-31T20:14:00Z,False,False,fixed
2012-09-07,2773,2836.25,2742.75,2823.75,5602,0,2012-09-02T22:00:00Z,2012-09-07T20:14:00Z,False,False,fixed
2012-09-14,2822.25,2865.25,2775.25,2858.25,5758,0,2012-09-09T22:00:00Z,2012-09-14T20:14:00Z,False,False,fixed
2012-09-21,2858,2871.75,2837.25,2853.5,5517,0,2012-09-16T22:00:00Z,2012-09-21T20:14:00Z,False,False,fixed
2012-09-28,2852,2857.25,2762.25,2791.25,5974,0,2012-09-23T22:00:00Z,2012-09-28T20:14:00Z,False,False,fixed
2012-10-05,2789,2830,2772.5,2824.5,4858,0,2012-09-30T22:00:00Z,2012-10-05T00:02:00Z,False,False,fixed
2012-10-12,2806.25,2808,2712,2717.75,2732,0,2012-10-07T22:00:00Z,2012-10-12T00:06:00Z,False,False,fixed
2012-10-19,2713,2778.75,2664,2666.25,6094,0,2012-10-14T22:00:00Z,2012-10-19T20:14:00Z,True,True,fixed
2012-10-26,2664.5,2695.25,2604.5,2659.75,6129,0,2012-10-21T22:00:00Z,2012-10-26T20:14:00Z,True,True,fixed
2012-11-02,2654.5,2694,2626,2642.5,5250,0,2012-10-28T22:00:00Z,2012-11-02T20:14:00Z,False,False,fixed
2012-11-09,2640.5,2691.75,2556.25,2582.75,3917,0,2012-11-04T23:00:00Z,2012-11-09T21:14:00Z,False,False,fixed
2012-11-16,2581.5,2597.25,2512.75,2520.75,1587,0,2012-11-11T23:00:00Z,2012-11-16T01:38:00Z,False,False,fixed
2012-11-23,2535,2638.75,2534.5,2637.25,3390,0,2012-11-18T23:00:00Z,2012-11-23T18:00:00Z,False,False,fixed
2012-11-30,2633,2688.5,2611.5,2674.25,3821,0,2012-11-25T23:00:00Z,2012-11-30T00:41:00Z,False,False,fixed
2012-12-07,2676,2698.5,2622.5,2639.5,4954,0,2012-12-02T23:00:00Z,2012-12-07T21:02:00Z,False,False,fixed
2012-12-14,2637,2696.5,2620,2630.5,3558,0,2012-12-09T23:00:00Z,2012-12-14T21:01:00Z,False,False,fixed
2012-12-21,2635.25,2713.75,2614,2659.75,5500,0,2012-12-16T23:00:00Z,2012-12-21T21:00:00Z,False,False,fixed
2012-12-28,2660,2662.75,2593.5,2598.75,2799,0,2012-12-23T23:00:00Z,2012-12-28T21:00:00Z,False,False,fixed
2013-01-04,2590.25,2747,2580,2725.25,1970,0,2012-12-30T23:00:00Z,2013-01-04T00:32:00Z,False,False,fixed
2013-01-11,2716.25,2744.5,2698.5,2742,4798,0,2013-01-06T23:00:00Z,2013-01-11T21:00:00Z,False,False,fixed
2013-01-18,2744,2752,2705.25,2736,4896,0,2013-01-13T23:00:00Z,2013-01-18T21:00:00Z,False,False,fixed
2013-01-25,2741.25,2768.75,2707.75,2715,2607,0,2013-01-21T23:00:00Z,2013-01-25T00:00:00Z,False,False,fixed
2013-02-01,2729.5,2764,2716.25,2757.25,3650,0,2013-01-27T23:00:00Z,2013-02-01T21:00:00Z,False,False,fixed
2013-02-08,2759.25,2759.25,2709,2742.25,3622,0,2013-02-03T23:00:00Z,2013-02-08T00:25:00Z,False,False,fixed
2013-02-15,2771.25,2781.75,2756,2769.5,3458,0,2013-02-10T23:00:00Z,2013-02-15T00:55:00Z,False,False,fixed
2013-02-22,2763.75,2786.5,2699.5,2719.25,2397,0,2013-02-18T23:00:00Z,2013-02-22T00:11:00Z,False,False,fixed
2013-03-01,2736.75,2764.5,2689,2746.5,2591,0,2013-02-24T23:00:00Z,2013-03-01T21:00:00Z,False,False,fixed
2013-03-08,2745.5,2809.25,2732.75,2797,1463,0,2013-03-03T23:00:00Z,2013-03-08T00:02:00Z,False,False,fixed
2013-03-15,2801.5,2812.25,2782.5,2792,4758,0,2013-03-10T22:00:00Z,2013-03-15T20:00:00Z,False,False,fixed
2013-03-22,2774,2806.5,2748.25,2793.75,5707,0,2013-03-17T22:00:00Z,2013-03-22T20:00:00Z,False,False,fixed
2013-03-29,2793.5,2814.75,2771,2813,4473,0,2013-03-24T22:00:00Z,2013-03-28T20:00:00Z,False,False,fixed
2013-04-05,2811,2823,2737.5,2764.75,5618,0,2013-03-31T22:00:00Z,2013-04-05T20:00:00Z,False,False,fixed
2013-04-12,2763.25,2858.5,2757,2848,4694,0,2013-04-07T22:00:00Z,2013-04-12T20:00:00Z,False,False,fixed
2013-04-19,2846.5,2851,2724,2773.25,6105,0,2013-04-14T22:00:00Z,2013-04-19T20:00:00Z,True,True,fixed
2013-04-26,2772.5,2854.5,2770.75,2834.75,5989,0,2013-04-21T22:00:00Z,2013-04-26T20:00:00Z,False,False,fixed
2013-05-03,2833.75,2947.75,2827.5,2938,5384,0,2013-04-28T22:00:00Z,2013-05-03T20:00:00Z,False,False,fixed
2013-05-10,2936.75,2978.25,2936.5,2977,5637,0,2013-05-05T22:00:00Z,2013-05-10T20:00:00Z,False,False,fixed
2013-05-17,2972.25,3028.25,2960.5,3026.75,5742,0,2013-05-12T22:00:00Z,2013-05-17T20:00:00Z,False,False,fixed
2013-05-24,3021.25,3053.5,2961.25,2991.5,5841,0,2013-05-19T22:00:00Z,2013-05-24T20:00:00Z,False,False,fixed
2013-05-31,3000.25,3036.75,2978.25,2982.75,4823,0,2013-05-27T22:00:00Z,2013-05-31T20:00:00Z,False,False,fixed
2013-06-07,2981,3007,2910.5,2984.75,6144,0,2013-06-02T22:00:00Z,2013-06-07T20:05:00Z,True,True,fixed
2013-06-14,2981,3004,2897.75,2943.25,5874,0,2013-06-09T22:00:00Z,2013-06-14T20:04:00Z,False,False,fixed
2013-06-21,2936.5,2999,2846,2870.5,5563,0,2013-06-16T22:00:00Z,2013-06-21T20:00:00Z,False,False,fixed
2013-06-28,2866.5,2922,2817.75,2903.25,6013,0,2013-06-23T22:00:00Z,2013-06-28T20:00:00Z,True,True,fixed
2013-07-05,2902.75,2971.25,2894.25,2955.75,4553,0,2013-06-30T22:00:00Z,2013-07-05T20:00:00Z,False,False,fixed
2013-07-12,2961.5,3070.5,2948.75,3067.5,5951,0,2013-07-07T22:00:00Z,2013-07-12T20:00:00Z,False,False,fixed
2013-07-19,3062.75,3087,3030.5,3041.5,4607,0,2013-07-14T22:00:00Z,2013-07-19T20:00:00Z,False,False,fixed
2013-07-26,3043.75,3071.25,3023.5,3070.25,5836,0,2013-07-21T22:00:00Z,2013-07-26T20:00:00Z,False,False,fixed
2013-08-02,3070,3136.75,3056.75,3136.25,5760,0,2013-07-28T22:00:00Z,2013-08-02T20:00:00Z,False,False,fixed
2013-08-09,3136.25,3140.25,3090.75,3116.75,5771,0,2013-08-04T22:00:00Z,2013-08-09T20:00:00Z,False,False,fixed
2013-08-16,3113.5,3148,3066.5,3073.75,5865,0,2013-08-11T22:00:00Z,2013-08-16T20:00:00Z,False,False,fixed
2013-08-23,3068.5,3127,3055.5,3124,5776,0,2013-08-18T22:00:00Z,2013-08-23T20:00:00Z,False,False,fixed
2013-08-30,3120.25,3147.25,3052.5,3076.75,5846,0,2013-08-25T22:00:00Z,2013-08-30T20:00:00Z,False,False,fixed
2013-09-06,3108.25,3150.25,3076,3132.5,4524,0,2013-09-02T22:00:00Z,2013-09-06T20:00:00Z,False,False,fixed
2013-09-13,3132.75,3189.25,3130.5,3177.75,5523,0,2013-09-08T22:00:00Z,2013-09-13T20:00:00Z,False,False,fixed
2013-09-20,3196.25,3240.25,3156.25,3236.5,4966,0,2013-09-15T22:00:00Z,2013-09-20T13:37:00Z,False,False,fixed
2013-09-27,3222.75,3237,3195.75,3223.75,5607,0,2013-09-22T22:00:00Z,2013-09-27T20:00:00Z,False,False,fixed
2013-10-04,3211.5,3251.25,3178.25,3231,5943,0,2013-09-29T22:00:00Z,2013-10-04T20:00:00Z,False,False,fixed
2013-10-11,3224,3232.75,3110.75,3227.25,5999,0,2013-10-06T22:00:00Z,2013-10-11T20:00:00Z,False,False,fixed
2013-10-18,3205,3348,3195,3344.5,5969,0,2013-10-13T22:00:00Z,2013-10-18T20:00:00Z,False,False,fixed
2013-10-25,3344.75,3392.75,3322.25,3375.25,5847,0,2013-10-20T22:00:00Z,2013-10-25T20:00:00Z,False,False,fixed
2013-11-01,3374.25,3401.75,3357.5,3370.75,5858,0,2013-10-27T22:00:00Z,2013-11-01T20:00:00Z,False,False,fixed
2013-11-08,3368,3398,3310,3361.25,2607,0,2013-11-03T23:00:00Z,2013-11-08T21:00:00Z,False,False,fixed
2013-11-15,3361.5,3421.25,3338.25,3420,3830,0,2013-11-10T23:00:00Z,2013-11-15T21:00:00Z,False,False,fixed
2013-11-22,3416.5,3425.75,3358.5,3421.75,3640,0,2013-11-17T23:00:00Z,2013-11-22T21:00:00Z,False,False,fixed
2013-11-29,3422.5,3496.5,3420.25,3491,3308,0,2013-11-24T23:00:00Z,2013-11-29T18:00:00Z,False,False,fixed
2013-12-06,3493,3501.25,3453.25,3479,2542,0,2013-12-01T23:00:00Z,2013-12-06T00:10:00Z,False,False,fixed
2013-12-13,3505,3524.75,3449.75,3457.25,4732,0,2013-12-08T23:00:00Z,2013-12-13T21:01:00Z,False,False,fixed
2013-12-20,3457,3512.75,3415.25,3494.25,1236,0,2013-12-15T23:00:00Z,2013-12-20T00:19:00Z,False,False,fixed
2013-12-27,3541,3587.5,3541,3572.25,2904,0,2013-12-22T23:00:00Z,2013-12-27T21:00:00Z,False,False,fixed
2014-01-03,3569.75,3591.25,3549,3559.75,2466,0,2013-12-29T23:00:00Z,2014-01-03T00:19:00Z,False,False,fixed
2014-01-10,3530.5,3577,3505.75,3560,3610,0,2014-01-05T23:00:00Z,2014-01-10T21:00:00Z,False,False,fixed
2014-01-17,3563.25,3610.25,3492.5,3584.25,4711,0,2014-01-12T23:00:00Z,2014-01-17T21:00:00Z,False,False,fixed
2014-01-24,3588.25,3635.25,3579.5,3615,1423,0,2014-01-20T23:00:00Z,2014-01-24T00:21:00Z,False,False,fixed
2014-01-31,3531.75,3545,3454.25,3517.25,2799,0,2014-01-26T23:00:00Z,2014-01-31T21:00:00Z,False,False,fixed
2014-02-07,3514,3529.75,3412,3489.75,3859,0,2014-02-02T23:00:00Z,2014-02-07T00:10:00Z,False,False,fixed
2014-02-14,3560.25,3668,3550.5,3658.75,5024,0,2014-02-09T23:00:00Z,2014-02-14T21:00:00Z,False,False,fixed
2014-02-21,3666.25,3686.75,3638.25,3665,3793,0,2014-02-17T23:00:00Z,2014-02-21T21:00:00Z,False,False,fixed
2014-02-28,3665.75,3706.75,3655,3700,2628,0,2014-02-23T23:00:00Z,2014-02-28T00:06:00Z,False,False,fixed
2014-03-07,3678,3740.5,3637,3704.5,3804,0,2014-03-02T23:00:00Z,2014-03-07T21:00:00Z,False,False,fixed
2014-03-14,3701.5,3726,3625.75,3625.75,5780,0,2014-03-09T22:00:00Z,2014-03-14T20:00:00Z,False,False,fixed
2014-03-21,3629.25,3712.75,3608.5,3640,5672,0,2014-03-16T22:00:00Z,2014-03-21T20:00:00Z,False,False,fixed
2014-03-28,3640.25,3657,3535.25,3560.5,5900,0,2014-03-23T22:00:00Z,2014-03-28T20:00:00Z,False,False,fixed
2014-04-04,3572.5,3669,3522.75,3535.5,5702,0,2014-03-30T22:00:00Z,2014-04-04T20:00:00Z,False,False,fixed
2014-04-11,3539.5,3599.5,3431.5,3442.25,4843,0,2014-04-06T22:00:00Z,2014-04-11T20:00:00Z,False,False,fixed
2014-04-18,3435.75,3542.5,3404.75,3523,4851,0,2014-04-13T22:00:00Z,2014-04-17T20:00:00Z,False,False,fixed
2014-04-25,3525,3618.25,3516.5,3525,5739,0,2014-04-20T22:00:00Z,2014-04-25T20:00:00Z,False,False,fixed
2014-05-02,3536,3605.5,3480.5,3578.25,5845,0,2014-04-27T22:00:00Z,2014-05-02T20:00:00Z,False,False,fixed
2014-05-09,3583.25,3603.75,3497.5,3550.5,4768,0,2014-05-04T22:00:00Z,2014-05-09T20:00:00Z,False,False,fixed
2014-05-16,3549.25,3624.25,3540.25,3586,5905,0,2014-05-11T22:00:00Z,2014-05-16T20:00:00Z,False,False,fixed
2014-05-23,3586.75,3677,3565.5,3675.5,5897,0,2014-05-18T22:00:00Z,2014-05-23T20:00:00Z,False,False,fixed
2014-05-30,3679,3740.5,3677.5,3733.25,5364,0,2014-05-25T22:00:00Z,2014-05-30T20:00:00Z,False,False,fixed
2014-06-06,3735,3796.75,3707.25,3795.75,5672,0,2014-06-01T22:00:00Z,2014-06-06T20:00:00Z,False,False,fixed
2014-06-13,3800,3804.75,3779.5,3799.75,3236,0,2014-06-08T22:00:00Z,2014-06-11T23:59:00Z,False,False,fixed
2014-06-20,3774.75,3803.25,3755,3795.25,5165,0,2014-06-15T22:00:00Z,2014-06-20T20:00:00Z,False,False,fixed
2014-06-27,3792.25,3836.75,3781.25,3834.5,5748,0,2014-06-22T22:00:00Z,2014-06-27T20:00:00Z,False,False,fixed
2014-07-04,3831.5,3918,3827.75,3913.75,4873,0,2014-06-29T22:00:00Z,2014-07-04T16:59:00Z,False,False,fixed
2014-07-11,3912.75,3915.75,3831.5,3897.25,5530,0,2014-07-06T22:00:00Z,2014-07-11T20:00:00Z,False,False,fixed
2014-07-18,3898,3941,3854,3931.5,5760,0,2014-07-13T22:00:00Z,2014-07-18T20:00:00Z,False,False,fixed
2014-07-25,3929.5,3991.25,3909.75,3958.25,5742,0,2014-07-20T22:00:00Z,2014-07-25T20:00:00Z,False,False,fixed
2014-08-01,3954,3983,3847.5,3877.5,5826,0,2014-07-27T22:00:00Z,2014-08-01T20:00:00Z,False,False,fixed
2014-08-08,3873,3915.75,3826.5,3879.5,6045,0,2014-08-03T22:00:00Z,2014-08-08T20:00:00Z,True,True,fixed
2014-08-15,3874,3994.5,3873.75,3984.5,5741,0,2014-08-10T22:00:00Z,2014-08-15T20:00:00Z,False,False,fixed
2014-08-22,3991,4061,3991,4052.25,5700,0,2014-08-17T22:00:00Z,2014-08-22T20:00:00Z,False,False,fixed
2014-08-29,4057.5,4086,4054.5,4081.5,5346,0,2014-08-25T02:00:00Z,2014-08-29T20:00:00Z,False,False,fixed
2014-09-05,4078.75,4113.75,4052,4087.25,4422,0,2014-08-31T22:00:00Z,2014-09-05T20:00:00Z,False,False,fixed
2014-09-12,4086.5,4110.5,4053.25,4070.75,5676,0,2014-09-07T22:00:00Z,2014-09-12T20:00:00Z,False,False,fixed
2014-09-19,4057.5,4118.75,4004.25,4092.75,5526,0,2014-09-14T22:00:00Z,2014-09-19T20:00:00Z,False,False,fixed
2014-09-26,4091.75,4092,4004,4047,1779,0,2014-09-21T22:00:00Z,2014-09-26T20:00:00Z,False,False,fixed
2014-10-03,4045.75,4064.75,3927.75,4017.5,6036,0,2014-09-28T22:00:00Z,2014-10-03T20:00:00Z,True,True,fixed
2014-10-10,4017.75,4047.75,3860.5,3860.5,6097,0,2014-10-05T22:00:00Z,2014-10-10T20:00:00Z,True,True,fixed
2014-10-17,3848.5,3885.75,3684,3800.5,5232,0,2014-10-12T22:00:00Z,2014-10-17T20:00:00Z,False,False,fixed
2014-10-24,3811.75,4037,3793.25,4036,5038,0,2014-10-19T22:00:00Z,2014-10-24T20:00:00Z,False,False,fixed
2014-10-31,4035.75,4163.5,4009.5,4148.25,6001,0,2014-10-26T22:00:00Z,2014-10-31T20:00:00Z,True,True,fixed
2014-11-07,4150.25,4179.75,4119.75,4157.75,2632,0,2014-11-02T23:00:00Z,2014-11-07T21:00:00Z,False,False,fixed
2014-11-14,4152.75,4227,4144,4222,2637,0,2014-11-09T23:00:00Z,2014-11-14T21:00:00Z,False,False,fixed
2014-11-21,4223.25,4284.5,4191.5,4252.25,6123,0,2014-11-16T23:00:00Z,2014-11-21T21:00:00Z,True,True,fixed
2014-11-28,4249.75,4348,4248,4338.75,3348,0,2014-11-23T23:00:00Z,2014-11-28T18:00:00Z,False,False,fixed
2014-12-05,4330.75,4335.5,4273.5,4312.5,2644,0,2014-11-30T23:00:00Z,2014-12-05T00:23:00Z,False,False,fixed
2014-12-12,4314.25,4320.25,4194,4195.5,5088,0,2014-12-07T23:00:00Z,2014-12-12T21:00:00Z,False,False,fixed
2014-12-19,4189.5,4272.5,4080.75,4267.25,5056,0,2014-12-14T23:00:00Z,2014-12-19T00:04:00Z,False,False,fixed
2014-12-26,4282,4322,4274.75,4312.75,3154,0,2014-12-21T23:00:00Z,2014-12-26T21:00:00Z,False,False,fixed
2015-01-02,4315,4320.75,4201,4217.75,2534,0,2014-12-28T23:00:00Z,2015-01-02T21:00:00Z,False,False,fixed
2015-01-09,4216,4242.75,4082,4232.25,2839,0,2015-01-04T23:00:00Z,2015-01-09T00:02:00Z,False,False,fixed
2015-01-16,4201.25,4247.75,4041.5,4133.25,6256,0,2015-01-11T23:00:00Z,2015-01-16T21:00:00Z,True,True,fixed
2015-01-23,4138.75,4286.25,4109,4271.5,6090,0,2015-01-18T23:00:00Z,2015-01-23T21:00:00Z,True,True,fixed
2015-01-30,4249.5,4278.25,4095.75,4201,2704,0,2015-01-25T23:00:00Z,2015-01-30T00:00:00Z,False,False,fixed
2015-02-06,4143.5,4268.25,4085.5,4224.75,2707,0,2015-02-01T23:00:00Z,2015-02-06T21:01:00Z,False,False,fixed
2015-02-13,4226.5,4382,4201.5,4379,3787,0,2015-02-08T23:00:00Z,2015-02-13T21:00:00Z,False,False,fixed
2015-02-20,4373.5,4445,4364.5,4440.5,5510,0,2015-02-15T23:00:00Z,2015-02-20T21:00:00Z,False,False,fixed
2015-02-27,4439.75,4464.75,4427,4443.25,4557,0,2015-02-22T23:00:00Z,2015-02-27T21:00:00Z,False,False,fixed
2015-03-06,4447,4483.25,4419.25,4450.75,3532,0,2015-03-01T23:00:00Z,2015-03-06T00:30:00Z,False,False,fixed
2015-03-13,4411.75,4424.75,4288.25,4314,4742,0,2015-03-08T22:00:00Z,2015-03-13T20:00:00Z,False,False,fixed
2015-03-20,4313.5,4472.25,4299.5,4452,5539,0,2015-03-15T22:00:00Z,2015-03-20T20:00:00Z,False,False,fixed
2015-03-27,4448.5,4461.25,4270,4322.5,5939,0,2015-03-22T22:00:00Z,2015-03-27T20:00:00Z,False,False,fixed
2015-04-03,4327.5,4381.75,4259,4263,3199,0,2015-03-29T22:00:00Z,2015-04-03T13:14:00Z,False,False,fixed
2015-04-10,4265,4416,4264.5,4414.25,5777,0,2015-04-05T22:00:00Z,2015-04-10T20:00:00Z,False,False,fixed
2015-04-17,4415,4441.5,4324,4343.75,5663,0,2015-04-12T22:00:00Z,2015-04-17T20:00:00Z,False,False,fixed
2015-04-24,4356.75,4536.25,4352.25,4529,6078,0,2015-04-19T22:00:00Z,2015-04-24T20:00:00Z,True,True,fixed
2015-05-01,4533,4555.5,4386.5,4467.25,5860,0,2015-04-26T22:00:00Z,2015-05-01T20:00:00Z,False,False,fixed
2015-05-08,4471.75,4503.5,4332.5,4451,5822,0,2015-05-03T22:00:00Z,2015-05-08T20:00:00Z,False,False,fixed
2015-05-15,4452.5,4507.5,4374.5,4489,5854,0,2015-05-10T22:00:00Z,2015-05-15T20:00:00Z,False,False,fixed
2015-05-22,4491.25,4542,4470.5,4525.25,5738,0,2015-05-17T22:00:00Z,2015-05-22T20:00:00Z,False,False,fixed
2015-05-29,4527.5,4551,4455,4506.75,5419,0,2015-05-24T22:00:00Z,2015-05-29T20:00:00Z,False,False,fixed
2015-06-05,4514,4540.75,4449.25,4476.5,5899,0,2015-05-31T22:00:00Z,2015-06-05T20:00:00Z,False,False,fixed
2015-06-12,4479.5,4512.25,4390.25,4451.25,5650,0,2015-06-07T22:00:00Z,2015-06-12T20:00:00Z,False,False,fixed
2015-06-19,4443.5,4539.75,4394.25,4502.75,5564,0,2015-06-14T22:00:00Z,2015-06-19T20:00:00Z,False,False,fixed
2015-06-26,4512.5,4555.25,4459.75,4473.75,5701,0,2015-06-21T22:00:00Z,2015-06-26T20:00:00Z,False,False,fixed
2015-07-03,4429.75,4451.5,4368.25,4417.75,4616,0,2015-06-28T22:00:00Z,2015-07-03T16:59:00Z,False,False,fixed
2015-07-10,4366,4448,4331.75,4412.75,5998,0,2015-07-05T22:00:00Z,2015-07-10T20:00:00Z,False,False,fixed
2015-07-17,4384,4653.25,4372.5,4652.5,6030,0,2015-07-12T22:00:00Z,2015-07-17T20:00:00Z,True,True,fixed
2015-07-24,4649,4686,4544.5,4556,5894,0,2015-07-19T22:00:00Z,2015-07-24T20:00:00Z,False,False,fixed
2015-07-31,4562.25,4608.75,4497,4587.75,5975,0,2015-07-26T22:00:00Z,2015-07-31T20:00:00Z,False,False,fixed
