asset,rule,direction,era,n,mean,excess
ORELL,sweep_1,-1,2020,54,-0.015769835927865586,-0.011633062299217369
ORELL,sweep_1,1,1990,5,0.059644278748477261,0.016985478555378918
ORELL,sweep_1,1,2000,79,-0.0085954591361177921,-0.0025890168454222391
ORELL,sweep_1,1,2010,93,-0.0052181563814138326,-0.0047168461551061677
ORELL,sweep_1,1,2020,77,-0.0015125234530071687,-0.0056492970816553884
ORELL,fvg_disp,1,1990,25,0.04353020753115356,0.00087140733805521093
ORELL,fvg_disp,1,2000,32,0.014132833570201994,0.020139275860897546
ORELL,fvg_disp,1,2010,10,-0.0071293521391386557,-0.0066280419128309873
ORELL,fvg_disp,1,2020,20,0.0040197480623012042,-0.0001170255663470135
ORELL,fvg_disp,-1,1990,7,-0.035584688226692092,0.0070741119664062485
ORELL,fvg_disp,-1,2000,27,0.051107441819649498,0.04510099952895396
ORELL,fvg_disp,-1,2010,7,0.010664982514754784,0.010163672288447121
ORELL,fvg_disp,-1,2020,7,0.017946775243654591,0.022083548872302811
ORELL,sweep_fvg,1,1990,1,0.1186441561586502,0.075985355965551865
ORELL,sweep_fvg,1,2000,11,0.0085019605286667573,0.014508402819362309
ORELL,sweep_fvg,1,2010,2,-0.01475621616388334,-0.014254905937575672
ORELL,sweep_fvg,1,2020,11,0.01673890874448751,0.01260213511583929
ORELL,sweep_fvg,-1,2000,5,0.0040747418904391267,-0.0019317004002564254
ORELL,sweep_fvg,-1,2010,2,0.018869565217391304,0.018368254991083639
ORELL_ADJ,sweep_1,-1,1990,12,-0.049521135250001846,-0.006151019970479875
ORELL_ADJ,sweep_1,-1,2000,45,-0.024360049282515471,-0.02879859460305367
ORELL_ADJ,sweep_1,-1,2010,51,-0.00121487510009605,9.6352879106176189e-05
ORELL_ADJ,sweep_1,-1,2020,65,-0.01593594088395547,-0.0082536461279027473
ORELL_ADJ,fvg_disp,1,1990,24,0.063964566076718521,0.020594450797196549
ORELL_ADJ,fvg_disp,1,2000,31,0.01762712462267373,0.022065669943211932
