i,date,rule,direction,reference,asset,signal_close,return_1,return_4,return_13,lower,upper,ce,width_pct,bridge
1860,1997-09-05,sweep_13,-1,32.0625,ED,31.8125,-0.041257367387033339,-0.076620825147347693,-0.17681728880157177,,,,,
1860,1997-09-05,sweep_4,-1,32.0625,ED,31.8125,-0.041257367387033339,-0.076620825147347693,-0.17681728880157177,,,,,
1861,1997-09-12,breakout_1,1,32.125,ED,33.125,0.015094339622641506,0.026415094339622636,0.20754716981132071,,,,,
1861,1997-09-12,breakout_13,1,32.125,ED,33.125,0.015094339622641506,0.026415094339622636,0.20754716981132071,,,,,
1861,1997-09-12,breakout_4,1,32.125,ED,33.125,0.015094339622641506,0.026415094339622636,0.20754716981132071,,,,,
1861,1997-09-12,breakout_52,1,32.125,ED,33.125,0.015094339622641506,0.026415094339622636,0.20754716981132071,,,,,
1861,1997-09-12,fvg_disp,1,,ED,33.125,0.015094339622641506,0.026415094339622636,0.20754716981132071,31.1875,32.125,31.65625,0.028301886792452831,1
1861,1997-09-12,fvg_raw,1,,ED,33.125,0.015094339622641506,0.026415094339622636,0.20754716981132071,31.1875,32.125,31.65625,0.028301886792452831,1
1862,1997-09-19,breakout_1,1,33.1875,ED,33.625,0.0092936802973977439,0.011152416356877248,0.19144981412639406,,,,,
1862,1997-09-19,breakout_13,1,33.1875,ED,33.625,0.0092936802973977439,0.011152416356877248,0.19144981412639406,,,,,
1862,1997-09-19,breakout_4,1,33.1875,ED,33.625,0.0092936802973977439,0.011152416356877248,0.19144981412639406,,,,,
1862,1997-09-19,breakout_52,1,33.1875,ED,33.625,0.0092936802973977439,0.011152416356877248,0.19144981412639406,,,,,
1862,1997-09-19,fvg_disp,1,,ED,33.625,0.0092936802973977439,0.011152416356877248,0.19144981412639406,32.125,33.125,32.625,0.029739776951672861,1
1862,1997-09-19,fvg_raw,1,,ED,33.625,0.0092936802973977439,0.011152416356877248,0.19144981412639406,32.125,33.125,32.625,0.029739776951672861,1
1863,1997-09-26,fvg_raw,1,,ED,33.9375,0.009208103130755152,0.018416206261510082,0.20257826887661134,33.1875,33.5625,33.375,0.011049723756906077,1
1863,1997-09-26,sweep_1,-1,34.3125,ED,33.9375,-0.009208103130755152,-0.018416206261510082,-0.20257826887661134,,,,,
1863,1997-09-26,sweep_13,-1,34.3125,ED,33.9375,-0.009208103130755152,-0.018416206261510082,-0.20257826887661134,,,,,
1863,1997-09-26,sweep_4,-1,34.3125,ED,33.9375,-0.009208103130755152,-0.018416206261510082,-0.20257826887661134,,,,,
