asset,rule,direction,horizon,formed,n,censored,edge_hits,edge_rate,edge_range_touches,edge_open_passes,edge_open_known,edge_median_wait,ce_hits,ce_rate,ce_range_touches,ce_open_passes,ce_open_known,ce_median_wait,far_hits,far_rate,far_range_touches,far_open_passes,far_open_known,far_median_wait
NQ_YAHOO,sweep_fvg,1,4,51,49,2,31,0.63265306122448983,31,1,31,1,25,0.51020408163265307,25,1,25,1,21,0.42857142857142855,21,0,21,1
NQ_YAHOO,sweep_fvg,1,13,51,47,4,37,0.78723404255319152,37,1,37,1,34,0.72340425531914898,34,1,34,2,31,0.65957446808510634,31,0,31,3
NQ_YAHOO,sweep_fvg,1,52,51,39,12,32,0.82051282051282048,32,1,32,1,30,0.76923076923076927,30,1,30,3,27,0.69230769230769229,27,0,27,3
NQ_YAHOO,sweep_fvg,-1,1,24,24,0,11,0.45833333333333331,11,0,11,1,6,0.25,6,0,6,1,4,0.16666666666666666,4,0,4,1
NQ_YAHOO,sweep_fvg,-1,4,24,21,3,15,0.7142857142857143,15,0,15,1,14,0.66666666666666663,14,1,14,2,14,0.66666666666666663,14,1,14,2
NQ_YAHOO,sweep_fvg,-1,13,24,19,5,17,0.89473684210526316,17,0,17,1,17,0.89473684210526316,17,1,17,3,16,0.84210526315789469,16,1,16,3
NQ_YAHOO,sweep_fvg,-1,52,24,15,9,14,0.93333333333333335,14,0,14,1,14,0.93333333333333335,14,1,14,2,14,0.93333333333333335,14,1,14,2.5
NDX,fvg_raw,1,1,393,393,0,139,0.35368956743002544,136,10,139,1,95,0.24173027989821882,93,7,95,1,71,0.1806615776081425,70,4,71,1
NDX,fvg_raw,1,4,393,392,1,219,0.55867346938775508,217,16,219,1,176,0.44897959183673469,174,10,176,1,147,0.375,146,7,147,2
NDX,fvg_raw,1,13,393,392,1,279,0.71173469387755106,278,18,279,2,249,0.63520408163265307,249,15,249,2,231,0.5892857142857143,231,14,231,3
NDX,fvg_raw,1,52,393,383,10,307,0.80156657963446476,307,21,307,2,280,0.7310704960835509,280,20,280,3,269,0.70234986945169708,269,21,269,4
NDX,fvg_raw,-1,1,170,170,0,89,0.52352941176470591,86,8,89,1,60,0.35294117647058826,60,4,60,1,47,0.27647058823529413,47,2,47,1
NDX,fvg_raw,-1,4,170,170,0,128,0.75294117647058822,125,9,128,1,110,0.6470588235294118,110,7,110,1,99,0.58235294117647063,98,5,99,2
NDX,fvg_raw,-1,13,170,170,0,142,0.83529411764705885,140,9,142,1,135,0.79411764705882348,135,9,135,2,129,0.75882352941176467,127,6,129,2
NDX,fvg_raw,-1,52,170,169,1,158,0.9349112426035503,157,9,158,1,157,0.92899408284023666,157,9,157,2,152,0.89940828402366868,151,7,152,3
NDX,fvg_disp,1,1,235,235,0,83,0.35319148936170214,82,5,83,1,53,0.22553191489361701,52,4,53,1,38,0.16170212765957448,37,3,38,1
NDX,fvg_disp,1,4,235,234,1,135,0.57692307692307687,133,11,135,1,104,0.44444444444444442,102,7,104,1,85,0.36324786324786323,84,5,85,2
NDX,fvg_disp,1,13,235,234,1,168,0.71794871794871795,167,11,168,2,145,0.61965811965811968,145,8,145,2,132,0.5641025641025641,132,8,132,3
NDX,fvg_disp,1,52,235,228,7,189,0.82894736842105265,189,13,189,2,168,0.73684210526315785,168,11,168,3,159,0.69736842105263153,159,13,159,4
NDX,fvg_disp,-1,1,116,116,0,61,0.52586206896551724,59,4,61,1,39,0.33620689655172414,39,1,39,1,29,0.25,29,1,29,1
NDX,fvg_disp,-1,4,116,116,0,89,0.76724137931034486,87,5,89,1,76,0.65517241379310343,76,3,76,1,66,0.56896551724137934,65,4,66,2
NDX,fvg_disp,-1,13,116,116,0,93,0.80172413793103448,91,5,93,1,89,0.76724137931034486,89,3,89,2,84,0.72413793103448276,82,5,84,2
NDX,fvg_disp,-1,52,116,116,0,110,0.94827586206896552,109,5,110,1,110,0.94827586206896552,110,3,110,2,105,0.90517241379310343,104,6,105,3
NDX,sweep_fvg,1,1,78,78,0,28,0.35897435897435898,28,2,28,1,18,0.23076923076923078,18,1,18,1,13,0.16666666666666666,13,0,13,1
